verification_key	native_range	source	checklist_datasetKey	language
5389402	Southern America (WGSRPD:8)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120950	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3127691	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3127691	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3127691	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3145214	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3145214	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3145214	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7587923	Asia	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7587923	Australasia (WGSRPD:5)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3088282	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3088282	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3128962	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3128962	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8133114	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8133114	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3112361	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3112361	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3125765	Australasia (WGSRPD:5)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7223276	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7223276	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7223276	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3133950	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3113637	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3119181	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3133938	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3121226	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3121226	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8211936	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7505045	Southern America (WGSRPD:8)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4933624	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3151558	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5403272	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5403272	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5403272	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3136929	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3128279	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6063730	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6063730	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5402874	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8323119	Southern America (WGSRPD:8)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6076312	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6076312	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148560	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148560	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148560	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5393689	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5393689	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5393689	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3103082	pan-American	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3146791	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3113745	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3113745	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3138327	cultivated origin	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3086784	Southern America (WGSRPD:8)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3088488	pan-American	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6304873	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6304873	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120713	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120713	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5389058	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3089150	Southern America (WGSRPD:8)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5831068	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5831068	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5831068	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8002952	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5390611	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5390611	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7066596	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4245384	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4245384	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3107896	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3107896	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3107896	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3134867	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3134867	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5391599	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5396551	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6443709	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6443709	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5386938	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5386938	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5386938	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3094939	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3094939	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3140910	pan-American	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5392083	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3094899	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3094899	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8305028	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5396474	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114643	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114643	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3142974	cultivated origin	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5389173	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5389173	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3146683	Southern America (WGSRPD:8)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3142208	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3142208	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148589	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148589	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148589	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3125944	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4206362	hybrid origin	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3147168	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5709400	hybrid origin	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3092782	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3118430	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3118430	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5388595	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5388595	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5388595	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3121258	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3128437	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5392883	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5392883	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3147018	Southern America (WGSRPD:8)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5401508	Asia	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3119175	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120024	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120024	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3102823	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3102823	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3123249	hybrid origin	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3119191	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3151811	cultivated origin	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5387639	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3133702	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3112098	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7903764	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7903764	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7569785	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5403541	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3119185	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3151755	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3100968	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3118254	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5401760	pan-American	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3098912	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3093891	Southern America (WGSRPD:8)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3131367	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3101184	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3101184	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3101184	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5387098	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120284	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3115131	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3138192	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114229	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8298495	Southern America (WGSRPD:8)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3127837	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3127837	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8373355	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8373355	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3103817	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3103817	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3103817	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3098186	Australasia (WGSRPD:5)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3121581	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3121581	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3121581	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3104078	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3104078	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3104078	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5392145	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5392145	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3128166	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3122190	Asia	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3122190	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3118526	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3118526	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5402363	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
9321334	hybrid origin	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3143034	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3128228	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114249	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
9206251	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148340	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148340	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8018277	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5388967	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120066	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120066	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3118216	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5390636	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5390636	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3146219	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3092604	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3088481	Southern America (WGSRPD:8)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5391845	Southern America (WGSRPD:8)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5403508	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8288930	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8288930	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8195160	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8195160	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3151618	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7497356	pan-American	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3127613	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7627205	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7627205	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7627205	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5401877	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7403263	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3141571	Africa (WGSRPD:2)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3141571	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3015577	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3002263	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3002263	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3020871	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5362215	Asia	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2995149	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3025605	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5371450	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2992543	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8358048	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8358048	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3026074	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3027341	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3015457	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2987948	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
9540191	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
9540191	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3026585	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3000406	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3025944	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3025769	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3026162	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5369784	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5369784	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3026105	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3024109	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5363819	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
9382645	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3027159	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8591421	Asia	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3031774	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3031774	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3025896	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3001978	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3026004	cultivated origin	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3006974	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3028431	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3000610	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5370380	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5370380	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5370380	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6369140	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5362136	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5362136	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5362136	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3026049	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3001650	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3025907	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3027332	cultivated origin	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3012103	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3022203	hybrid origin	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3025731	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5363627	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3027138	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3026107	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3025758	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3021850	Northern America (WGSRPD:7)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3029912	cultivated origin	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3021730	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3021730	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3025932	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7271631	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7271631	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3026431	Europe (WGSRPD:1)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3026431	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3026092	temperate Asia (WGSRPD:3)	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
