verificationKey,type,description,datasetKey,taxonKey,scientificName
2927030,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266250,Salvia aethiopis L.
2927030,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266250,Salvia aethiopis L.
2927030,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266250,Salvia aethiopis L.
2927030,native range,Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266250,Salvia aethiopis L.
2927030,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266250,Salvia aethiopis L.
2927075,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266236,Elsholtzia ciliata (Thunb.) Hyl.
2927075,native range,Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266236,Elsholtzia ciliata (Thunb.) Hyl.
2927075,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266236,Elsholtzia ciliata (Thunb.) Hyl.
2927096,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266239,Ocimum basilicum L.
2927096,pathway,cbd_2014_pathway:escape_agriculture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266239,Ocimum basilicum L.
2927174,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266228,Mentha requienii Benth.
2927174,native range,Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266228,Mentha requienii Benth.
2927174,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266228,Mentha requienii Benth.
2927220,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266260,Dracocephalum parviflorum Nutt.
2927220,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266260,Dracocephalum parviflorum Nutt.
2927220,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266260,Dracocephalum parviflorum Nutt.
2927220,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266260,Dracocephalum parviflorum Nutt.
2927222,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266271,Dracocephalum moldavica L.
2927222,native range,Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266271,Dracocephalum moldavica L.
2927222,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266271,Dracocephalum moldavica L.
2927224,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266223,Dracocephalum thymiflorum L.
2927224,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266223,Dracocephalum thymiflorum L.
2927224,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266223,Dracocephalum thymiflorum L.
2927224,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266223,Dracocephalum thymiflorum L.
2927224,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266223,Dracocephalum thymiflorum L.
2927230,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266210,Stachys byzantina K. Koch
2927230,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266210,Stachys byzantina K. Koch
2927230,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266210,Stachys byzantina K. Koch
2927230,native range,Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266210,Stachys byzantina K. Koch
2927230,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266210,Stachys byzantina K. Koch
2927296,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266251,Stachys cretica L.
2927296,native range,Africa,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266251,Stachys cretica L.
2927296,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266251,Stachys cretica L.
2927296,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266251,Stachys cretica L.
2927296,native range,Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266251,Stachys cretica L.
2927296,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266251,Stachys cretica L.
2927303,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266266,Lavandula stoechas L.
2927303,native range,Africa,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266266,Lavandula stoechas L.
2927303,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266266,Lavandula stoechas L.
2927303,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266266,Lavandula stoechas L.
2927303,native range,Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266266,Lavandula stoechas L.
2927303,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266266,Lavandula stoechas L.
2927305,degree of establishment,established,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266276,Lavandula angustifolia Mill.
2927305,native range,Africa,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266276,Lavandula angustifolia Mill.
2927305,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266276,Lavandula angustifolia Mill.
2927305,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266276,Lavandula angustifolia Mill.
2927305,native range,Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266276,Lavandula angustifolia Mill.
2927305,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266276,Lavandula angustifolia Mill.
2927484,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264946,Cuscuta suaveolens Seringe
2927484,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264946,Cuscuta suaveolens Seringe
2927484,pathway,cbd_2014_pathway:contaminant_nursery,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264946,Cuscuta suaveolens Seringe
2927492,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264944,Cuscuta gronovii Willd. ex Schult.
2927492,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264944,Cuscuta gronovii Willd. ex Schult.
2927492,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264944,Cuscuta gronovii Willd. ex Schult.
2927522,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264964,Cuscuta planiflora Ten.
2927522,native range,Africa,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264964,Cuscuta planiflora Ten.
2927522,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264964,Cuscuta planiflora Ten.
2927522,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264964,Cuscuta planiflora Ten.
2927522,native range,Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264964,Cuscuta planiflora Ten.
2927522,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264964,Cuscuta planiflora Ten.
2927530,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264947,Cuscuta epilinum Weihe
2927530,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264947,Cuscuta epilinum Weihe
2927530,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264947,Cuscuta epilinum Weihe
2927530,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264947,Cuscuta epilinum Weihe
2927684,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264790,Navarretia squarrosa (Eschsch.) Hook. & Arnott
2927684,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264790,Navarretia squarrosa (Eschsch.) Hook. & Arnott
2927684,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264790,Navarretia squarrosa (Eschsch.) Hook. & Arnott
2927727,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264793,Phlox subulata L.
2927727,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264793,Phlox subulata L.
2927727,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264793,Phlox subulata L.
2927744,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264786,Phlox paniculata L.
2927744,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264786,Phlox paniculata L.
2927744,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264786,Phlox paniculata L.
2927783,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264794,Phlox maculata L.
2927783,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264794,Phlox maculata L.
2927783,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264794,Phlox maculata L.
2927850,degree of establishment,established,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264788,Polemonium caeruleum L.
2927850,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264788,Polemonium caeruleum L.
2927850,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264788,Polemonium caeruleum L.
2927850,native range,Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264788,Polemonium caeruleum L.
2927850,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264788,Polemonium caeruleum L.
2928034,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266338,Nemophila maculata Benth. ex Lindl.
2928034,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266338,Nemophila maculata Benth. ex Lindl.
2928034,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266338,Nemophila maculata Benth. ex Lindl.
2928153,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266336,Phacelia purshii Buckl.
2928153,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266336,Phacelia purshii Buckl.
2928153,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266336,Phacelia purshii Buckl.
2928226,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266360,Phacelia tanacetifolia Benth.
2928226,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266360,Phacelia tanacetifolia Benth.
2928226,pathway,cbd_2014_pathway:escape_agriculture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266360,Phacelia tanacetifolia Benth.
2928238,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266358,Phacelia campanularia A. Gray
2928238,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266358,Phacelia campanularia A. Gray
2928238,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266358,Phacelia campanularia A. Gray
2928538,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264955,Ipomoea hederacea (L.) Jacq. var. integriuscula A. Gray
2928538,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264955,Ipomoea hederacea (L.) Jacq. var. integriuscula A. Gray
2928538,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264955,Ipomoea hederacea (L.) Jacq. var. integriuscula A. Gray
2928560,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264963,Ipomoea coccinea L.
2928560,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264963,Ipomoea coccinea L.
2928560,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264963,Ipomoea coccinea L.
2928576,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264949,Ipomoea purpurea (L.) Roth
2928576,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264949,Ipomoea purpurea (L.) Roth
2928576,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264949,Ipomoea purpurea (L.) Roth
2928576,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264949,Ipomoea purpurea (L.) Roth
2928583,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264954,Ipomoea x leucantha Jacq.
2928583,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264954,Ipomoea x leucantha Jacq.
2928583,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264954,Ipomoea x leucantha Jacq.
2928589,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264960,Ipomoea tricolor Cav.
2928589,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264960,Ipomoea tricolor Cav.
2928589,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264960,Ipomoea tricolor Cav.
2928624,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264956,Ipomoea hederifolia L.
2928624,native range,Americas,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264956,Ipomoea hederifolia L.
2928624,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264956,Ipomoea hederifolia L.
2928666,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264959,Dichondra micrantha Urb.
2928666,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264959,Dichondra micrantha Urb.
2928666,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264959,Dichondra micrantha Urb.
2928668,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264952,Dichondra argentea Humb. & Bonpl. ex Willd.
2928668,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264952,Dichondra argentea Humb. & Bonpl. ex Willd.
2928668,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141264952,Dichondra argentea Humb. & Bonpl. ex Willd.
2928751,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266975,Datura stramonium L.
2928751,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266975,Datura stramonium L.
2928751,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266975,Datura stramonium L.
2928751,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266975,Datura stramonium L.
2928755,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266932,Datura innoxia Mill.
2928755,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266932,Datura innoxia Mill.
2928755,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266932,Datura innoxia Mill.
2928755,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266932,Datura innoxia Mill.
2928755,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266932,Datura innoxia Mill.
2928759,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266956,Nicotiana langsdorffii J.A. Weinm.
2928759,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266956,Nicotiana langsdorffii J.A. Weinm.
2928759,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266956,Nicotiana langsdorffii J.A. Weinm.
2928761,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266959,Nicotiana alata Link & Otto
2928761,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266959,Nicotiana alata Link & Otto
2928761,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266959,Nicotiana alata Link & Otto
2928766,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266954,Nicotiana longiflora Cav.
2928766,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266954,Nicotiana longiflora Cav.
2928766,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266954,Nicotiana longiflora Cav.
2928767,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266976,Nicotiana sylvestris Spegazz.
2928767,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266976,Nicotiana sylvestris Spegazz.
2928767,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266976,Nicotiana sylvestris Spegazz.
2928774,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266968,Nicotiana tabacum L.
2928774,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266968,Nicotiana tabacum L.
2928774,pathway,cbd_2014_pathway:escape_agriculture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266968,Nicotiana tabacum L.
2928775,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266978,Nicotiana rustica L.
2928775,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266978,Nicotiana rustica L.
2928775,pathway,cbd_2014_pathway:escape_agriculture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266978,Nicotiana rustica L.
2928779,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266940,Nicotiana forgetiana Hemsl.
2928779,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266940,Nicotiana forgetiana Hemsl.
2928779,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266940,Nicotiana forgetiana Hemsl.
2928783,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266960,Nicotiana glauca Graham
2928783,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266960,Nicotiana glauca Graham
2928783,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266960,Nicotiana glauca Graham
2928805,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,168400554,Jaltomata procumbens (Cav.) J.L. Gentry
2928805,native range,Americas,9ff7d317-609b-4c08-bd86-3bc404b77c42,168400554,Jaltomata procumbens (Cav.) J.L. Gentry
2928805,pathway,cbd_2014_pathway:escape_food_bait,9ff7d317-609b-4c08-bd86-3bc404b77c42,168400554,Jaltomata procumbens (Cav.) J.L. Gentry
2928809,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266936,Lycium chinense Mill.
2928809,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266936,Lycium chinense Mill.
2928809,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266936,Lycium chinense Mill.
2928809,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266936,Lycium chinense Mill.
2928835,degree of establishment,established,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266945,Lycium barbarum L.
2928835,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266945,Lycium barbarum L.
2928835,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266945,Lycium barbarum L.
2928835,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266945,Lycium barbarum L.
2928861,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266962,Petunia integrifolia (Hook.) Schinz & Thell.
2928861,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266962,Petunia integrifolia (Hook.) Schinz & Thell.
2928861,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266962,Petunia integrifolia (Hook.) Schinz & Thell.
2928979,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266939,Hyoscyamus albus L.
2928979,native range,Africa,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266939,Hyoscyamus albus L.
2928979,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266939,Hyoscyamus albus L.
2928979,native range,Eastern Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266939,Hyoscyamus albus L.
2928979,native range,Europe,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266939,Hyoscyamus albus L.
2928979,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266939,Hyoscyamus albus L.
2929710,degree of establishment,established,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266948,Solanum chenopodioides Lam.
2929710,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266948,Solanum chenopodioides Lam.
2929710,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266948,Solanum chenopodioides Lam.
2929892,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266937,Solanum elaeagnifolium Cav.
2929892,native range,Northern America,1738f272-6b5d-4f43-9a92-453a8c5ea50a,146042211,Solanum elaeagnifolium Cavanilles
2929892,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266937,Solanum elaeagnifolium Cav.
2929892,pathway,cbd_2014_pathway:contaminant,1738f272-6b5d-4f43-9a92-453a8c5ea50a,146042211,Solanum elaeagnifolium Cavanilles
2929892,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266937,Solanum elaeagnifolium Cav.
2929892,pathway,cbd_2014_pathway:stowaway,1738f272-6b5d-4f43-9a92-453a8c5ea50a,146042211,Solanum elaeagnifolium Cavanilles
2930137,degree of establishment,established,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266965,Solanum lycopersicum L.
2930137,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266965,Solanum lycopersicum L.
2930137,pathway,cbd_2014_pathway:escape_food_bait,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266965,Solanum lycopersicum L.
2930262,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266977,Solanum tuberosum L.
2930262,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266977,Solanum tuberosum L.
2930262,pathway,cbd_2014_pathway:escape_agriculture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266977,Solanum tuberosum L.
2930805,degree of establishment,established,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266955,Solanum sarachoides Sendtn.
2930805,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266955,Solanum sarachoides Sendtn.
2930805,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266955,Solanum sarachoides Sendtn.
2930805,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266955,Solanum sarachoides Sendtn.
2931104,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266929,Solanum pseudocapsicum L.
2931104,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266929,Solanum pseudocapsicum L.
2931104,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266929,Solanum pseudocapsicum L.
2931738,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266964,Solanum pimpinellifolium L.
2931738,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266964,Solanum pimpinellifolium L.
2931738,pathway,cbd_2014_pathway:escape_food_bait,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266964,Solanum pimpinellifolium L.
2931914,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266969,Solanum viarum Dun.
2931914,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266969,Solanum viarum Dun.
2931914,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266969,Solanum viarum Dun.
2932011,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266963,Solanum carolinense L.
2932011,native range,Northern America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266963,Solanum carolinense L.
2932011,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266963,Solanum carolinense L.
2932011,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266963,Solanum carolinense L.
2932184,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266972,Solanum sisymbriifolium Lam.
2932184,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266972,Solanum sisymbriifolium Lam.
2932184,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266972,Solanum sisymbriifolium Lam.
2932184,pathway,cbd_2014_pathway:contaminant_seed,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266972,Solanum sisymbriifolium Lam.
2932501,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266935,Solanum pygmaeum Cav.
2932501,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266935,Solanum pygmaeum Cav.
2932501,pathway,cbd_2014_pathway:contaminant_on_animals,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266935,Solanum pygmaeum Cav.
2932905,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266930,Salpiglossis sinuata Ruiz & Pav.
2932905,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266930,Salpiglossis sinuata Ruiz & Pav.
2932905,pathway,cbd_2014_pathway:escape_horticulture,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266930,Salpiglossis sinuata Ruiz & Pav.
2932944,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266942,Capsicum annuum L.
2932944,native range,South America,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266942,Capsicum annuum L.
2932944,pathway,cbd_2014_pathway:escape_food_bait,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266942,Capsicum annuum L.
2938473,degree of establishment,casual,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266736,Biserrula pelecinus L.
2938473,native range,Africa,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266736,Biserrula pelecinus L.
2938473,native range,Eastern Asia,9ff7d317-609b-4c08-bd86-3bc404b77c42,141266736,Biserrula pelecinus L.
