verification_key	pathway_level1	pathway_level2	source	checklist_datasetKey	language
5667614	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2925530	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2925515	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2925527	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2925527	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2925514	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2925514	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2925492	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2925496	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5341154	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7455425	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3875113	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5372457	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5421385	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5421389	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5274964	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5371610	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5371605	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3753098	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3032698	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7544073	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3754587	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5567694	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3032646	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7339492	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8223023	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3032653	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3032611	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3754353	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7339396	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5299675	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5299536	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8418777	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2753146	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2752849	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8690876	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3086240	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2985944	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7172720	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5690854	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5362004	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5361982	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5690287	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7334263	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7334368	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
2985949	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3033965	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5686494	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5704991	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3113852	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3089154	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3089154	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3092125	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3137829	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3092576	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3151666	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3126046	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3107177	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8542672	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8542672	stowaway	people_luggage	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5387817	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3119219	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3100344	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3129064	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4926336	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5400552	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3100375	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5401007	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3094253	contaminant	nursery	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3094253	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5386764	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3141890	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3105768	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8042568	escape	agriculture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6077549	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3123663	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5391810	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3128091	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3128091	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3110767	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5392859	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3088405	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5392270	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148392	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3147913	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114343	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3132570	contaminant	nursery	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5389029	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3112110	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3089146	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3089146	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3098176	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5391292	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3119285	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7832723	contaminant	timber	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8537667	stowaway	NA	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3103791	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8392258	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3104491	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3128007	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114225	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3109086	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120391	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4255472	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5402627	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3119225	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3112123	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3146717	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3129010	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
9448191	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5397564	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8584304	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4210773	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5831060	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3110686	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5401239	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
9182765	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3131614	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3110293	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3112364	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3122323	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114986	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114986	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4243464	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3104314	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5395475	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5403743	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3147146	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114679	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5392683	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114667	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114667	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3110905	escape	agriculture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3101193	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3101193	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7749287	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5391882	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5391882	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3092946	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5391480	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5399550	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3133887	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3088310	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3129663	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3103180	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3151692	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3109117	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3109117	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3098183	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3125933	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3138195	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3122924	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3098951	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3139003	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3104150	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3110588	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3110588	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3127727	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5403742	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5701337	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7706146	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3138953	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8180804	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4227439	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3110041	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3096529	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3102871	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5389017	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3125901	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3090783	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5389402	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120950	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120950	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3127691	escape	agriculture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3145214	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3145214	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7587923	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3088282	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3128962	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8133114	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3112361	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3125765	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7223276	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7223276	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3133950	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3133950	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3133950	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3113637	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3119181	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3133938	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3121226	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8211936	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7505045	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4933624	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3151558	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5403272	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3136929	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3128279	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6063730	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6063730	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5402874	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8323119	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6076312	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148560	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5393689	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3103082	contaminant	nursery	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3103082	stowaway	NA	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3146791	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3113745	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3138327	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3086784	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3088488	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6304873	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120713	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120713	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5389058	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3089150	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3089150	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5831068	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8002952	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8002952	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5390611	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5390611	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7066596	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4245384	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3134867	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5391599	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5396551	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
6443709	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5386938	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3094939	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3140910	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5392083	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3094899	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5396474	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3142974	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5389173	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3146683	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3142208	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148589	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148589	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3125944	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
4206362	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3147168	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3092782	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3118430	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5388595	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5392883	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3147018	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5401508	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3119175	escape	agriculture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3119175	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120024	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120024	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120024	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3102823	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3119191	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3151811	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5387639	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3112098	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7903764	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
7569785	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3119185	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3151755	contaminant	timber	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3151755	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3100968	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3118254	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5401760	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3098912	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3093891	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3131367	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3101184	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5387098	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120284	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3115131	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3138192	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114229	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8298495	contaminant	nursery	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8373355	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3103817	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3098186	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3121581	escape	agriculture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3104078	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3128166	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3122190	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3118526	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5402363	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3143034	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3114249	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
9206251	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3148340	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5388967	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3120066	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3118216	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5390636	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5390636	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3146219	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3092604	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3088481	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3088481	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5391845	contaminant	on_animals	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5391845	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
5403508	contaminant	seed	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8288930	contaminant	habitat_material	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
8195160	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
3151618	escape	horticulture	NA	9ff7d317-609b-4c08-bd86-3bc404b77c42	eng
