checklist_key	checklist_scientificName	checklist_datasetKey	backbone_taxonKey	backbone_scientificName	backbone_species	backbone_genus	backbone_family	backbone_order	backbone_class	backbone_phylum	backbone_kingdom	backbone_rank	backbone_speciesKey	backbone_taxonomicStatus	backbone_acceptedKey	backbone_acceptedName	backbone_issues
141266887	Delphinium elatum-Group	9ff7d317-609b-4c08-bd86-3bc404b77c42	3033757	Delphinium elatum L.	Delphinium elatum	Delphinium	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3033757	ACCEPTED			NULL
141266889	Claytonia perfoliata Donn ex Willd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084748	Claytonia perfoliata Donn ex Willd.	Claytonia perfoliata	Claytonia	Montiaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7736011	SYNONYM	7095665	Claytonia perfoliata subsp. perfoliata	CONFLICTING_BASIONYM_COMBINATION
141266890	Calandrinia compressa Schrad. ex DC.	9ff7d317-609b-4c08-bd86-3bc404b77c42	4022175	Calandrinia compressa Schrad. ex DC.	Calandrinia compressa	Calandrinia	Montiaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	4022175	ACCEPTED			NULL
141266891	Calandrinia elegans Spach	9ff7d317-609b-4c08-bd86-3bc404b77c42	7389949	Calandrinia elegans Spach	Calandrinia ciliata	Calandrinia	Montiaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3084693	SYNONYM	3084693	Calandrinia ciliata (Ruiz & Pav.) DC.	NULL
141266892	Claytonia sibirica L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084742	Claytonia sibirica L.	Claytonia sibirica	Claytonia	Montiaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3084742	ACCEPTED			NULL
141266894	Syringa vulgaris L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5415039	Syringa vulgaris L.	Syringa vulgaris	Syringa	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5415039	ACCEPTED			NULL
141266895	Syringa josikaea Jacq. ex Reichenb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7636833	Syringa josikaea J.Jacq. ex Rchb.	Syringa josikaea	Syringa	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7636833	ACCEPTED			NULL
141266896	Fraxinus angustifolia Vahl subsp. oxycarpa (Bieb. ex Willd.) F. & R. Afonso	9ff7d317-609b-4c08-bd86-3bc404b77c42	6432925	Fraxinus angustifolia subsp. oxycarpa (Willd.) Franco & Rocha Afonso	Fraxinus angustifolia	Fraxinus	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	7325877	ACCEPTED			ORIGINAL_NAME_DERIVED,NAME_PARENT_MISMATCH
141266897	Fraxinus latifolia Benth.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172343	Fraxinus latifolia Benth.	Fraxinus latifolia	Fraxinus	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172343	ACCEPTED			NULL
141266898	Ligustrum sinense Lour.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172294	Ligustrum sinense Lour.	Ligustrum sinense	Ligustrum	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172294	ACCEPTED			NULL
141266899	Jasminum nudiflorum Lindl.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172266	Jasminum nudiflorum Lindl.	Jasminum nudiflorum	Jasminum	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172266	ACCEPTED			NULL
141266900	Fraxinus pennsylvanica Marshall	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172348	Fraxinus pennsylvanica Marshall	Fraxinus pennsylvanica	Fraxinus	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172348	ACCEPTED			NULL
141266901	Forsythia x intermedia Zabel	9ff7d317-609b-4c08-bd86-3bc404b77c42	5415054	Forsythia intermedia Zabel	Forsythia intermedia	Forsythia	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5415054	ACCEPTED			NULL
141266902	Forsythia viridissima Lindl.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5415053	Forsythia viridissima Lindl.	Forsythia viridissima	Forsythia	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5415053	ACCEPTED			NULL
141266903	Fraxinus ornus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172347	Fraxinus ornus L.	Fraxinus ornus	Fraxinus	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172347	ACCEPTED			NULL
141266904	Forsythia suspensa (Thunb.) Vahl	9ff7d317-609b-4c08-bd86-3bc404b77c42	5415056	Forsythia suspensa Vahl	Forsythia suspensa	Forsythia	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5415056	ACCEPTED			NULL
141266905	Ligustrum x vicaryi Rehd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3685073	Ligustrum vicaryi Rehder	Ligustrum vicaryi	Ligustrum	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3685073	ACCEPTED			NULL
141266906	Ligustrum ovalifolium Hassk.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172291	Ligustrum ovalifolium Hassk.	Ligustrum ovalifolium	Ligustrum	Oleaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172291	ACCEPTED			NULL
141266908	Crocus vernus (L.) Hill	9ff7d317-609b-4c08-bd86-3bc404b77c42	2747567	Crocus vernus (L.) Hill	Crocus vernus	Crocus	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	2747567	ACCEPTED			NULL
141266909	Gladiolus italicus Mill.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2749791	Gladiolus italicus Mill.	Gladiolus italicus	Gladiolus	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	2749791	ACCEPTED			NULL
141266910	Crocus chrysanthus Herb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2747489	Crocus chrysanthus Herb.	Crocus chrysanthus	Crocus	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	2747489	ACCEPTED			NULL
141266911	Crocus x stellaris Haw.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3586380	Crocus stellaris Haw.	Crocus luteus	Crocus	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	2747750	SYNONYM	2747750	Crocus luteus Lam.	NULL
141266912	Iris graminea L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5298908	Iris graminea L.	Iris graminea	Iris	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	5298908	ACCEPTED			NULL
141266913	Crocosmia x crocosmiiflora (Lemoine) N.E. Brown	9ff7d317-609b-4c08-bd86-3bc404b77c42	2747939	Crocosmia crocosmiiflora N.E.Br.	Crocosmia crocosmiiflora	Crocosmia	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	2747939	ACCEPTED			NULL
141266914	Sisyrinchium montanum E. Greene	9ff7d317-609b-4c08-bd86-3bc404b77c42	5296178	Sisyrinchium montanum Greene	Sisyrinchium montanum	Sisyrinchium	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	5296178	ACCEPTED			NULL
141266915	Sisyrinchium californicum ((Ker Gawl.) Dryand.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5296218	Sisyrinchium californicum (Ker Gawl.) Dryand.	Sisyrinchium californicum	Sisyrinchium	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	5296218	ACCEPTED			ORIGINAL_NAME_DERIVED
141266916	Gladiolus x hortulanus Bailey	9ff7d317-609b-4c08-bd86-3bc404b77c42	3586046	Gladiolus ×hortulanus L.H.Bailey	Gladiolus hortulanus	Gladiolus	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	3586046	ACCEPTED			NULL
141266917	Sisyrinchium striatum Sm.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5296432	Sisyrinchium striatum Sm.	Sisyrinchium striatum	Sisyrinchium	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	5296432	ACCEPTED			NULL
141266918	Iris sibirica L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5298126	Iris sibirica L.	Iris sibirica	Iris	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	5298126	ACCEPTED			NULL
141266919	Iris foetidissima L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5298765	Iris foetidissima L.	Iris foetidissima	Iris	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	5298765	ACCEPTED			NULL
141266920	Iris pumila L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5298675	Iris pumila L.	Iris pumila	Iris	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	5298675	ACCEPTED			NULL
141266921	Iris x hollandica Hort.	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141266922	Iris germanica L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5298069	Iris germanica L.	Iris germanica	Iris	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	5298069	ACCEPTED			NULL
141266923	Sisyrinchium angustifolium Mill.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5296015	Sisyrinchium angustifolium Mill.	Sisyrinchium angustifolium	Sisyrinchium	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	5296015	ACCEPTED			NULL
141266924	Crocus tommasinianus Herb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2747564	Crocus tommasinianus Herb.	Crocus tommasinianus	Crocus	Iridaceae	Asparagales	Liliopsida	Tracheophyta	Plantae	SPECIES	2747564	ACCEPTED			NULL
141266926	Petunia x punctata Paxt.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3802845	Petunia punctata Paxton	Petunia punctata	Petunia	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3802845	ACCEPTED			NULL
141266927	Solanum villosum Mill. subsp. miniatum (Bernh. ex Willd.) Edmonds	9ff7d317-609b-4c08-bd86-3bc404b77c42	6290046	Solanum villosum subsp. miniatum (Bernh. ex Willd.) J.M.Edmonds	Solanum villosum	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	2929505	ACCEPTED			NAME_PARENT_MISMATCH
141266928	Nicotiana velutina H. Wheeler	9ff7d317-609b-4c08-bd86-3bc404b77c42	3798835	Nicotiana velutina Wheeler	Nicotiana velutina	Nicotiana	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3798835	ACCEPTED			NULL
141266929	Solanum pseudocapsicum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2931104	Solanum pseudocapsicum L.	Solanum pseudocapsicum	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2931104	ACCEPTED			NULL
141266930	Salpiglossis sinuata Ruiz & Pav.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2932905	Salpiglossis sinuata Ruiz & Pav.	Salpiglossis sinuata	Salpiglossis	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2932905	ACCEPTED			NULL
141266931	Physalis angulata L. var. angulata	9ff7d317-609b-4c08-bd86-3bc404b77c42	7300041	Physalis angulata var. angulata	Physalis angulata	Physalis	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5341792	SYNONYM	5341792	Physalis angulata L.	NULL
141266932	Datura innoxia Mill.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928755	Datura innoxia Mill.	Datura innoxia	Datura	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928755	ACCEPTED			NULL
141266933	Solanum rostratum Dun.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2930922	Solanum rostratum Dun.	Solanum angustifolium	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2929800	SYNONYM	2929800	Solanum angustifolium Mill.	NULL
141266934	Solanum aethiopicum L. var. aculeatum Dunal	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141266935	Solanum pygmaeum Cav.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2932501	Solanum pygmaeum Cav.	Solanum pygmaeum	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2932501	ACCEPTED			NULL
141266936	Lycium chinense Mill.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928809	Lycium chinense Mill.	Lycium chinense	Lycium	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928809	ACCEPTED			NULL
141266937	Solanum elaeagnifolium Cav.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2929892	Solanum elaeagnifolium Cav.	Solanum elaeagnifolium	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2929892	ACCEPTED			NULL
141266938	Nicotiana x sanderae Sander ex Will. Watson	9ff7d317-609b-4c08-bd86-3bc404b77c42	3799170	Nicotiana ×sanderae W.Watson	Nicotiana alata x forgetiana	Nicotiana	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	9403745	SYNONYM	9403745	Nicotiana alata x forgetiana	NULL
141266939	Hyoscyamus albus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928979	Hyoscyamus albus L.	Hyoscyamus albus	Hyoscyamus	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928979	ACCEPTED			NULL
141266940	Nicotiana forgetiana Hemsl.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928779	Nicotiana forgetiana Hort.Sand. ex Hemsl.	Nicotiana forgetiana	Nicotiana	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928779	ACCEPTED			NULL
141266941	Physalis cinerascens (Dun.) Hitchc.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341768	Physalis cinerascens Hitchc.	Physalis cinerascens	Physalis	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341768	ACCEPTED			NULL
141266942	Capsicum annuum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2932944	Capsicum annuum L.	Capsicum annuum	Capsicum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2932944	ACCEPTED			NULL
141266943	Solanum physalifolium Rusby var. nitidibaccatum (Bitter) Edmonds	9ff7d317-609b-4c08-bd86-3bc404b77c42	2932146	Solanum physalifolium var. nitidibaccatum (Bitter) J.M.Edmonds	Solanum physalifolium	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	2932144	ACCEPTED			NAME_PARENT_MISMATCH
141266944	Physalis pubescens L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341819	Physalis pubescens L.	Physalis pubescens	Physalis	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341819	ACCEPTED			NULL
141266945	Lycium barbarum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928835	Lycium barbarum L.	Lycium barbarum	Lycium	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928835	ACCEPTED			NULL
141266946	Physalis ixocarpa Brot. ex Hornem.	9ff7d317-609b-4c08-bd86-3bc404b77c42	6402873	Physalis ixocarpa Brot. ex Hornem.	Physalis philadelphica	Physalis	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8969026	HETEROTYPIC_SYNONYM	5581168	Physalis philadelphica subsp. ixocarpa (Brot. ex Hornem.) Sobr.-Vesp. & Sanz-Elorza	NULL
141266947	Datura ferox L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7894250	Datura ferox L.	Datura ferox	Datura	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7894250	ACCEPTED			NULL
141266948	Solanum chenopodioides Lam.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2929710	Solanum chenopodioides Lam.	Solanum nigrum	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	9150405	SYNONYM	9150405	Solanum nigrum L.	CONFLICTING_BASIONYM_COMBINATION
141266949	Solanum ptychanthum Dunal	9ff7d317-609b-4c08-bd86-3bc404b77c42	2930080	Solanum ptychanthum Dunal	Solanum ptychanthum	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2930080	ACCEPTED			NULL
141266950	Petunia parviflora Juss.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928906	Petunia parviflora Juss.	Calibrachoa parviflora	Calibrachoa	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928905	SYNONYM	2928905	Calibrachoa parviflora (Jussieu) D'Arcy	NULL
141266951	Physalis alkekengi L. var. franchetii (Masters) Makino	9ff7d317-609b-4c08-bd86-3bc404b77c42	5829065	Physalis alkekengi var. franchetii (Masters) Makino	Alkekengi officinarum	Alkekengi	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	3797084	SYNONYM	9537212	Alkekengi officinarum var. franchetii (Masters)	ORIGINAL_NAME_DERIVED
141266952	Solanum nodiflorum Jacq. ?	9ff7d317-609b-4c08-bd86-3bc404b77c42	2930248	Solanum nodiflorum Jacq.	Solanum americanum	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2930222	SYNONYM	9594551	Solanum americanum subsp. americanum	NULL
141266953	Physalis longifolia Nutt. subsp. subglabrata (Mack. & Bush) Cronquist	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141266954	Nicotiana longiflora Cav.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928766	Nicotiana longiflora Cav.	Nicotiana longiflora	Nicotiana	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928766	ACCEPTED			NULL
141266955	Solanum sarachoides Sendtn.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2930805	Solanum sarrachoides Sendtn.	Solanum sarrachoides	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2930805	ACCEPTED			NULL
141266956	Nicotiana langsdorffii J.A. Weinm.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8003337	Nicotiana langsdorfii Weinm.	Nicotiana langsdorfii	Nicotiana	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8003337	ACCEPTED			ORTHOGRAPHIC_VARIANT
141266957	Solanum triflorum Nutt. var. ponticum (Prodan) Borza	9ff7d317-609b-4c08-bd86-3bc404b77c42	2931238	Solanum triflorum var. ponticum (Prodan) Borza	Solanum triflorum	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	2931237	SYNONYM	2931237	Solanum triflorum Nutt.	NULL
141266958	Solanum villosum Mill. subsp. villosum	9ff7d317-609b-4c08-bd86-3bc404b77c42	3802956	Solanum villosum subsp. villosum	Solanum villosum	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	2929505	ACCEPTED			NULL
141266959	Nicotiana alata Link & Otto	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928761	Nicotiana alata Link & Otto	Nicotiana alata	Nicotiana	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928761	ACCEPTED			NULL
141266960	Nicotiana glauca Graham	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928783	Nicotiana glauca Graham	Nicotiana glauca	Nicotiana	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928783	ACCEPTED			NULL
141266961	Solanum nigrum L. subsp. schultesii (Opiz) Wessely	9ff7d317-609b-4c08-bd86-3bc404b77c42	2932877	Solanum nigrum subsp. schultesii (Opiz) Wessely	Solanum decipiens	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	2932872	SYNONYM	2932872	Solanum decipiens Opiz	ORIGINAL_NAME_DERIVED
141266962	Petunia integrifolia (Hook.) Schinz & Thell.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928861	Petunia integrifolia (Hook.) Schinz & Thell.	Petunia integrifolia	Petunia	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928861	ACCEPTED			ORIGINAL_NAME_DERIVED
141266963	Solanum carolinense L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2932011	Solanum carolinense L.	Solanum carolinense	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2932011	ACCEPTED			NULL
141266964	Solanum pimpinellifolium L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2931738	Solanum pimpinellifolium L.	Solanum pimpinellifolium	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7390679	HETEROTYPIC_SYNONYM	7390679	Solanum pimpinellifolium Mill. ex Dunal	NULL
141266965	Solanum lycopersicum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2930137	Solanum lycopersicum L.	Solanum lycopersicum	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2930137	ACCEPTED			NULL
141266966	Physalis grisea (Waterfall) M. Martínez	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341797	Physalis grisea (Waterf.) M.Martínez	Physalis grisea	Physalis	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341797	ACCEPTED			ORIGINAL_NAME_DERIVED
141266967	Physalis philadelphica Lam.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8969026	Physalis philadelphica Lam.	Physalis philadelphica	Physalis	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8969026	ACCEPTED			NULL
141266968	Nicotiana tabacum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928774	Nicotiana tabacum L.	Nicotiana tabacum	Nicotiana	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928774	ACCEPTED			NULL
141266969	Solanum viarum Dun.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2931914	Solanum viarum Dunal	Solanum viarum	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2931914	ACCEPTED			NULL
141266970	Nicandra physalodes (L.) Gaertn.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341754	Nicandra physalodes (L.) Gaertn.	Nicandra physalodes	Nicandra	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341754	ACCEPTED			NULL
141266971	Physalis minima L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341772	Physalis minima L.	Physalis lagascae	Physalis	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341775	SYNONYM	5341775	Physalis lagascae Roem. & Schult.	NULL
141266972	Solanum sisymbriifolium Lam.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2932184	Solanum sisymbriifolium Lam.	Solanum sisymbriifolium	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2932184	ACCEPTED			NULL
141266973	Physalis peruviana L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341784	Physalis peruviana L.	Physalis peruviana	Physalis	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341784	ACCEPTED			NULL
141266974	Solanum triflorum Nutt. var. triflorum	9ff7d317-609b-4c08-bd86-3bc404b77c42	9288303	Solanum triflorum var. triflorum	Solanum triflorum	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	2931237	ACCEPTED			NULL
141266975	Datura stramonium L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928751	Datura stramonium L.	Datura stramonium	Datura	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928751	ACCEPTED			NULL
141266976	Nicotiana sylvestris Spegazz.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928767	Nicotiana sylvestris Speg. & Comes	Nicotiana sylvestris	Nicotiana	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928767	ACCEPTED			NULL
141266977	Solanum tuberosum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2930262	Solanum tuberosum L.	Solanum tuberosum	Solanum	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2930262	ACCEPTED			NULL
141266978	Nicotiana rustica L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928775	Nicotiana rustica L.	Nicotiana rustica	Nicotiana	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928775	ACCEPTED			NULL
141266979	Physalis angulata L. var. pendula (Rydberg) Waterfall	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341795	Physalis angulata var. pendula (Rydb.) Waterf.	Physalis angulata	Physalis	Solanaceae	Solanales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5341792	SYNONYM	5341792	Physalis angulata L.	ORIGINAL_NAME_DERIVED
141266981	Juncus tenuis Willd. subsp. tenuis	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141266982	Juncus imbricatus Laharpe	9ff7d317-609b-4c08-bd86-3bc404b77c42	2701618	Juncus imbricatus Laharpe	Juncus imbricatus	Juncus	Juncaceae	Magnoliales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2701618	ACCEPTED			NULL
141266983	Juncus ensifolius Wikstr.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2701612	Juncus ensifolius Wikstr.	Juncus ensifolius	Juncus	Juncaceae	Magnoliales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2701612	ACCEPTED			NULL
141266984	Juncus pallescens Lam.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2700646	Juncus pallescens Lam.	Juncus pallescens	Juncus	Juncaceae	Magnoliales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2700646	ACCEPTED			NULL
141266985	Juncus tenuis Willd. subsp. dichotomus (Elliott) Verloove & Lambinon	9ff7d317-609b-4c08-bd86-3bc404b77c42	8143288	Juncus tenuis subsp. dichotomus (Elliott) Verloove & Lambinon	Juncus dichotomus	Juncus	Juncaceae	Magnoliales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	2701120	SYNONYM	2701120	Juncus dichotomus Elliott	ORIGINAL_NAME_DERIVED
141266986	Juncus tenuis Willd. subsp. anthelatus (Wiegand) Verloove & Lambinon	9ff7d317-609b-4c08-bd86-3bc404b77c42	7841979	Juncus tenuis subsp. anthelatus (Wiegand) Verloove & Lambinon	Juncus anthelatus	Juncus	Juncaceae	Magnoliales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	2702058	SYNONYM	2702058	Juncus anthelatus (Wiegand) R.E.Brooks	ORIGINAL_NAME_DERIVED
